time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
6.2,target_discovery,8,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
6.3,target_discovery,5,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
7.3,target_discovery,8,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
8.5,outer_complete,6,"{""cells_covered"": 5}"
8.7,outer_complete,3,"{""cells_covered"": 7}"
9.0,target_discovery,2,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
9.8,target_discovery,11,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
11.8,outer_complete,7,"{""cells_covered"": 5}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.1,outer_complete,11,"{""cells_covered"": 6}"
12.6,outer_complete,10,"{""cells_covered"": 7}"
13.0,outer_complete,4,"{""cells_covered"": 7}"
13.1,outer_complete,9,"{""cells_covered"": 8}"
13.8,outer_complete,8,"{""cells_covered"": 9}"
14.1,outer_complete,5,"{""cells_covered"": 11}"
14.4,outer_complete,2,"{""cells_covered"": 13}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
