time,type,uav_id,details
7.5,target_discovery,0,"{""target_id"": 1, ""position"": [7.5, 0.5]}"
8.2,target_discovery,6,"{""target_id"": 7, ""position"": [4.5, 5.5]}"
8.4,target_discovery,5,"{""target_id"": 6, ""position"": [5.5, 4.5]}"
8.6,target_discovery,0,"{""target_id"": 4, ""position"": [8.5, 0.5]}"
9.0,target_discovery,2,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
10.7,outer_complete,5,"{""cells_covered"": 7}"
10.9,target_discovery,3,"{""target_id"": 5, ""position"": [9.5, 2.5]}"
11.9,outer_complete,4,"{""cells_covered"": 9}"
13.1,outer_complete,3,"{""cells_covered"": 11}"
14.4,outer_complete,2,"{""cells_covered"": 13}"
15.9,target_discovery,1,"{""target_id"": 2, ""position"": [4.5, 11.5]}"
16.7,outer_complete,6,"{""cells_covered"": 12}"
19.7,outer_complete,7,"{""cells_covered"": 12}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
