time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
7.6,target_discovery,4,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
8.3,target_discovery,3,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
11.0,outer_complete,2,"{""cells_covered"": 10}"
11.7,target_discovery,7,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
15.3,outer_complete,4,"{""cells_covered"": 12}"
16.0,outer_complete,3,"{""cells_covered"": 10}"
18.3,target_discovery,7,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
19.7,outer_complete,6,"{""cells_covered"": 10}"
21.7,outer_complete,7,"{""cells_covered"": 10}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
22.7,outer_complete,5,"{""cells_covered"": 12}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
