time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.3,target_discovery,2,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
12.3,target_discovery,7,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
15.7,outer_complete,2,"{""cells_covered"": 6}"
16.0,target_discovery,6,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
16.4,outer_complete,4,"{""cells_covered"": 6}"
16.8,target_discovery,9,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
17.4,target_discovery,5,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
18.5,target_discovery,5,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
20.0,target_discovery,7,"{""target_id"": 8, ""position"": [5.5, 6.5]}"
21.7,outer_complete,5,"{""cells_covered"": 12}"
21.8,outer_complete,3,"{""cells_covered"": 12}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
22.7,outer_complete,6,"{""cells_covered"": 12}"
23.3,target_discovery,7,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
23.4,outer_complete,7,"{""cells_covered"": 12}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
24.5,outer_complete,8,"{""cells_covered"": 12}"
25.7,outer_complete,9,"{""cells_covered"": 12}"
