time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
6.1,target_discovery,6,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
6.6,outer_complete,2,"{""cells_covered"": 6}"
7.2,target_discovery,6,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
8.5,target_discovery,3,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
8.6,outer_complete,3,"{""cells_covered"": 6}"
9.6,outer_complete,5,"{""cells_covered"": 6}"
11.5,outer_complete,6,"{""cells_covered"": 6}"
11.7,target_discovery,12,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.8,target_discovery,12,"{""target_id"": 12, ""position"": [7.5, 10.5]}"
12.9,target_discovery,0,"{""target_id"": 13, ""position"": [11.5, 1.5]}"
13.8,outer_complete,4,"{""cells_covered"": 9}"
14.3,target_discovery,8,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
15.2,target_discovery,11,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
15.4,outer_complete,8,"{""cells_covered"": 6}"
16.1,outer_complete,9,"{""cells_covered"": 6}"
16.4,outer_complete,11,"{""cells_covered"": 6}"
16.8,outer_complete,7,"{""cells_covered"": 9}"
17.3,outer_complete,12,"{""cells_covered"": 6}"
17.3,target_discovery,13,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
20.1,outer_complete,10,"{""cells_covered"": 9}"
21.8,outer_complete,13,"{""cells_covered"": 9}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
