time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
4.2,target_discovery,6,"{""target_id"": 16, ""position"": [2.5, 3.5]}"
5.0,target_discovery,7,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
5.1,outer_complete,9,"{""cells_covered"": 1}"
5.3,outer_complete,6,"{""cells_covered"": 3}"
5.3,outer_complete,8,"{""cells_covered"": 2}"
5.5,outer_complete,4,"{""cells_covered"": 4}"
5.8,outer_complete,2,"{""cells_covered"": 5}"
6.2,outer_complete,7,"{""cells_covered"": 2}"
7.5,target_discovery,5,"{""target_id"": 15, ""position"": [5.5, 4.5]}"
7.6,outer_complete,5,"{""cells_covered"": 3}"
8.1,target_discovery,14,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
9.3,outer_complete,3,"{""cells_covered"": 4}"
10.3,outer_complete,16,"{""cells_covered"": 4}"
11.0,outer_complete,17,"{""cells_covered"": 3}"
11.2,target_discovery,14,"{""target_id"": 14, ""position"": [8.5, 4.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.4,outer_complete,14,"{""cells_covered"": 5}"
12.9,target_discovery,0,"{""target_id"": 13, ""position"": [11.5, 1.5]}"
13.4,outer_complete,15,"{""cells_covered"": 4}"
13.7,target_discovery,13,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
14.5,outer_complete,12,"{""cells_covered"": 6}"
16.0,outer_complete,13,"{""cells_covered"": 5}"
16.6,outer_complete,10,"{""cells_covered"": 7}"
18.4,target_discovery,11,"{""target_id"": 12, ""position"": [7.5, 10.5]}"
18.5,outer_complete,11,"{""cells_covered"": 6}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
