time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
10.2,target_discovery,1,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.2,target_discovery,4,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
14.1,outer_complete,0,"{""cells_covered"": 14}"
14.3,target_discovery,6,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
18.5,outer_complete,4,"{""cells_covered"": 13}"
18.8,outer_complete,2,"{""cells_covered"": 14}"
19.4,outer_complete,3,"{""cells_covered"": 14}"
22.1,outer_complete,5,"{""cells_covered"": 13}"
22.8,outer_complete,1,"{""cells_covered"": 14}"
26.4,phase1_complete,,"{""discovered_count"": 5, ""targets"": [{""id"": 1, ""x"": 1.5, ""y"": 7.5}, {""id"": 2, ""x"": 6.5, ""y"": 10.5}, {""id"": 3, ""x"": 8.5, ""y"": 1.5}, {""id"": 5, ""x"": 1.5, ""y"": 0.5}, {""id"": 6, ""x"": 11.5, ""y"": 0.5}]}"
26.4,target_assignment,0,"{""target_id"": 6, ""distance"": 2.0}"
26.4,target_assignment,1,"{""target_id"": 5, ""distance"": 4.0}"
26.4,target_assignment,2,"{""target_id"": 3, ""distance"": 4.0}"
26.4,target_assignment,3,"{""target_id"": 1, ""distance"": 3.0}"
26.4,target_assignment,5,"{""target_id"": 2, ""distance"": 3.0}"
26.4,inner_selection,,"{""selected_uavs"": [4, 6, 7]}"
27.9,mission_complete,0,{}
28.7,mission_complete,3,{}
28.7,mission_complete,5,{}
29.3,mission_complete,1,{}
29.3,mission_complete,2,{}
39.2,target_discovery,7,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
42.5,target_discovery,4,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
43.7,outer_complete,4,"{""cells_covered"": 25}"
44.8,outer_complete,7,"{""cells_covered"": 23}"
47.7,target_discovery,6,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
47.8,outer_complete,6,"{""cells_covered"": 27}"
