time,type,uav_id,details
2.5,target_discovery,2,"{""target_id"": 9, ""position"": [2.5, 1.5]}"
5.1,target_discovery,6,"{""target_id"": 8, ""position"": [1.5, 5.5]}"
5.2,target_discovery,5,"{""target_id"": 2, ""position"": [2.5, 4.5]}"
5.3,target_discovery,0,"{""target_id"": 0, ""position"": [5.5, 0.5]}"
8.3,outer_complete,6,"{""cells_covered"": 4}"
9.1,target_discovery,8,"{""target_id"": 6, ""position"": [3.5, 7.5]}"
9.3,outer_complete,7,"{""cells_covered"": 4}"
10.3,outer_complete,8,"{""cells_covered"": 4}"
10.7,outer_complete,5,"{""cells_covered"": 7}"
11.9,outer_complete,4,"{""cells_covered"": 9}"
12.9,target_discovery,0,"{""target_id"": 5, ""position"": [11.5, 1.5]}"
13.0,target_discovery,3,"{""target_id"": 7, ""position"": [9.5, 4.5]}"
13.1,outer_complete,3,"{""cells_covered"": 11}"
13.8,target_discovery,1,"{""target_id"": 1, ""position"": [2.5, 11.5]}"
14.4,outer_complete,2,"{""cells_covered"": 13}"
19.7,outer_complete,9,"{""cells_covered"": 12}"
21.5,target_discovery,0,"{""target_id"": 4, ""position"": [11.5, 9.5]}"
22.5,target_discovery,1,"{""target_id"": 3, ""position"": [10.5, 11.5]}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
