time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
7.1,target_discovery,5,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
9.0,target_discovery,2,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
11.3,target_discovery,5,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
17.8,outer_complete,2,"{""cells_covered"": 16}"
17.8,inner_selection,,"{""selected_uavs"": [2]}"
21.7,outer_complete,3,"{""cells_covered"": 17}"
21.7,inner_selection,,"{""selected_uavs"": [2, 3]}"
22.7,outer_complete,1,"{""cells_covered"": 22}"
22.7,inner_selection,,"{""selected_uavs"": [2, 3, 1]}"
23.0,outer_complete,4,"{""cells_covered"": 15}"
23.0,target_assignment,4,"{""target_id"": 1, ""distance"": 1.0}"
23.0,target_assignment,4,"{""target_id"": 4, ""distance"": 5.0}"
23.1,outer_complete,5,"{""cells_covered"": 16}"
23.1,target_assignment,5,"{""target_id"": 5, ""distance"": 12.0}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
23.8,target_assignment,0,"{""target_id"": 3, ""distance"": 13.0}"
27.3,mission_complete,4,{}
30.5,target_discovery,1,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
33.1,outer_complete,2,"{""cells_covered"": 28}"
33.1,mission_complete,2,{}
33.3,mission_complete,5,{}
34.3,mission_complete,0,{}
37.2,target_discovery,1,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
38.5,outer_complete,1,"{""cells_covered"": 33}"
38.5,mission_complete,1,{}
39.3,outer_complete,3,"{""cells_covered"": 30}"
39.3,mission_complete,3,{}
