time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.3,target_discovery,5,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
13.0,target_discovery,6,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
16.1,outer_complete,7,"{""cells_covered"": 6}"
16.1,inner_selection,,"{""selected_uavs"": [7]}"
16.4,outer_complete,6,"{""cells_covered"": 6}"
16.4,inner_selection,,"{""selected_uavs"": [7, 6]}"
18.2,target_discovery,7,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
19.9,outer_complete,5,"{""cells_covered"": 10}"
19.9,inner_selection,,"{""selected_uavs"": [7, 6, 5]}"
20.0,outer_complete,4,"{""cells_covered"": 10}"
20.0,inner_selection,,"{""selected_uavs"": [7, 6, 5, 4]}"
20.3,outer_complete,3,"{""cells_covered"": 10}"
20.3,target_assignment,3,"{""target_id"": 5, ""distance"": 3.0}"
20.3,target_assignment,3,"{""target_id"": 4, ""distance"": 8.0}"
20.6,outer_complete,2,"{""cells_covered"": 10}"
20.6,target_assignment,2,"{""target_id"": 3, ""distance"": 10.0}"
22.7,outer_complete,1,"{""cells_covered"": 22}"
22.7,target_assignment,1,"{""target_id"": 6, ""distance"": 12.0}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
23.8,mission_complete,0,{}
28.3,mission_complete,2,{}
31.0,target_discovery,4,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
31.9,mission_complete,3,{}
33.8,mission_complete,1,{}
37.7,target_discovery,4,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
37.8,outer_complete,4,"{""cells_covered"": 18}"
37.8,outer_complete,5,"{""cells_covered"": 16}"
37.8,outer_complete,6,"{""cells_covered"": 23}"
37.8,outer_complete,7,"{""cells_covered"": 24}"
