time,type,uav_id,details
2.1,target_discovery,0,"{""target_id"": 4, ""position"": [2.5, 0.5]}"
5.2,target_discovery,1,"{""target_id"": 3, ""position"": [0.5, 5.5]}"
7.1,target_discovery,6,"{""target_id"": 0, ""position"": [3.5, 5.5]}"
8.3,outer_complete,6,"{""cells_covered"": 4}"
8.7,target_discovery,3,"{""target_id"": 9, ""position"": [7.5, 2.5]}"
9.3,outer_complete,7,"{""cells_covered"": 4}"
9.8,target_discovery,3,"{""target_id"": 7, ""position"": [8.5, 2.5]}"
10.3,outer_complete,8,"{""cells_covered"": 4}"
10.7,outer_complete,5,"{""cells_covered"": 7}"
11.9,outer_complete,4,"{""cells_covered"": 9}"
13.1,outer_complete,3,"{""cells_covered"": 11}"
13.2,target_discovery,2,"{""target_id"": 8, ""position"": [10.5, 3.5]}"
13.8,target_discovery,1,"{""target_id"": 6, ""position"": [2.5, 11.5]}"
14.4,outer_complete,2,"{""cells_covered"": 13}"
14.9,target_discovery,0,"{""target_id"": 5, ""position"": [11.5, 3.5]}"
18.2,target_discovery,0,"{""target_id"": 1, ""position"": [11.5, 6.5]}"
19.7,outer_complete,9,"{""cells_covered"": 12}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
