time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
5.1,outer_complete,11,"{""cells_covered"": 1}"
5.1,inner_selection,,"{""selected_uavs"": [11]}"
5.8,outer_complete,2,"{""cells_covered"": 5}"
5.8,inner_selection,,"{""selected_uavs"": [11, 2]}"
6.1,target_discovery,13,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
6.3,target_discovery,7,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
7.2,target_discovery,13,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
7.4,target_discovery,11,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
7.6,outer_complete,5,"{""cells_covered"": 2}"
7.6,inner_selection,,"{""selected_uavs"": [11, 2, 5]}"
7.7,outer_complete,6,"{""cells_covered"": 4}"
7.7,inner_selection,,"{""selected_uavs"": [11, 2, 5, 6]}"
8.3,target_discovery,3,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
9.0,target_discovery,9,"{""target_id"": 14, ""position"": [8.5, 4.5]}"
9.1,outer_complete,9,"{""cells_covered"": 1}"
9.1,inner_selection,,"{""selected_uavs"": [11, 2, 5, 6, 9]}"
10.3,target_discovery,10,"{""target_id"": 15, ""position"": [5.5, 4.5]}"
11.4,target_discovery,13,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
11.5,outer_complete,10,"{""cells_covered"": 4}"
11.5,inner_selection,,"{""selected_uavs"": [11, 2, 5, 6, 9, 10]}"
11.6,outer_complete,3,"{""cells_covered"": 6}"
11.6,inner_selection,,"{""selected_uavs"": [11, 2, 5, 6, 9, 10, 3]}"
11.6,outer_complete,4,"{""cells_covered"": 3}"
11.6,target_assignment,4,"{""target_id"": 3, ""distance"": 2.0}"
11.6,target_assignment,4,"{""target_id"": 14, ""distance"": 3.0}"
11.7,target_discovery,5,"{""target_id"": 8, ""position"": [5.5, 6.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.0,outer_complete,8,"{""cells_covered"": 2}"
12.0,target_assignment,8,"{""target_id"": 15, ""distance"": 4.0}"
12.2,outer_complete,15,"{""cells_covered"": 3}"
12.2,target_assignment,15,"{""target_id"": 4, ""distance"": 3.0}"
12.9,target_discovery,0,"{""target_id"": 13, ""position"": [11.5, 1.5]}"
13.0,outer_complete,7,"{""cells_covered"": 10}"
13.0,target_assignment,7,"{""target_id"": 13, ""distance"": 3.0}"
13.0,outer_complete,12,"{""cells_covered"": 9}"
13.0,target_assignment,12,"{""target_id"": 9, ""distance"": 1.0}"
13.1,outer_complete,11,"{""cells_covered"": 7}"
13.1,target_assignment,11,"{""target_id"": 6, ""distance"": 6.0}"
13.5,outer_complete,14,"{""cells_covered"": 6}"
13.5,target_assignment,14,"{""target_id"": 1, ""distance"": 4.0}"
13.6,outer_complete,13,"{""cells_covered"": 8}"
13.6,target_assignment,13,"{""target_id"": 10, ""distance"": 7.0}"
14.0,mission_complete,12,{}
14.5,mission_complete,15,{}
15.3,mission_complete,7,{}
16.1,mission_complete,4,{}
16.1,mission_complete,8,{}
16.3,outer_complete,5,"{""cells_covered"": 7}"
16.3,target_assignment,5,"{""target_id"": 5, ""distance"": 14.0}"
16.4,mission_complete,14,{}
17.3,target_discovery,2,"{""target_id"": 11, ""position"": [6.5, 6.5]}"
17.5,outer_complete,2,"{""cells_covered"": 10}"
17.5,mission_complete,2,{}
18.2,mission_complete,11,{}
18.9,outer_complete,9,"{""cells_covered"": 7}"
18.9,mission_complete,9,{}
19.0,mission_complete,13,{}
19.1,target_discovery,10,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
21.0,target_discovery,3,"{""target_id"": 12, ""position"": [7.5, 10.5]}"
21.7,outer_complete,6,"{""cells_covered"": 9}"
21.7,mission_complete,6,{}
22.2,target_discovery,3,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
22.6,outer_complete,10,"{""cells_covered"": 9}"
22.6,mission_complete,10,{}
22.7,outer_complete,1,"{""cells_covered"": 22}"
22.7,mission_complete,1,{}
23.5,outer_complete,3,"{""cells_covered"": 10}"
23.5,mission_complete,3,{}
23.8,outer_complete,0,"{""cells_covered"": 23}"
23.8,mission_complete,0,{}
26.2,mission_complete,5,{}
