time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
9.0,target_discovery,2,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.0,outer_complete,0,"{""cells_covered"": 12}"
12.0,inner_selection,,"{""selected_uavs"": [0]}"
12.0,outer_complete,1,"{""cells_covered"": 12}"
12.0,inner_selection,,"{""selected_uavs"": [0, 1]}"
13.7,target_discovery,5,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
16.7,outer_complete,2,"{""cells_covered"": 15}"
16.7,inner_selection,,"{""selected_uavs"": [0, 1, 2]}"
17.9,target_discovery,5,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
19.9,target_discovery,0,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
21.2,outer_complete,3,"{""cells_covered"": 14}"
21.2,inner_selection,,"{""selected_uavs"": [0, 1, 2, 3]}"
22.2,outer_complete,5,"{""cells_covered"": 18}"
22.2,target_assignment,5,"{""target_id"": 1, ""distance"": 2.0}"
22.9,outer_complete,4,"{""cells_covered"": 14}"
22.9,target_assignment,4,"{""target_id"": 1, ""distance"": 4.0}"
23.2,outer_complete,6,"{""cells_covered"": 14}"
23.2,target_assignment,6,"{""target_id"": 4, ""distance"": 6.0}"
23.7,outer_complete,7,"{""cells_covered"": 10}"
23.7,target_assignment,7,"{""target_id"": 6, ""distance"": 5.0}"
24.3,mission_complete,5,{}
26.1,mission_complete,4,{}
27.5,mission_complete,6,{}
28.8,mission_complete,7,{}
28.9,outer_complete,0,"{""cells_covered"": 21}"
28.9,target_assignment,0,"{""target_id"": 3, ""distance"": 5.0}"
31.6,target_discovery,2,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
31.8,outer_complete,1,"{""cells_covered"": 23}"
31.8,target_assignment,1,"{""target_id"": 3, ""distance"": 8.0}"
31.8,outer_complete,2,"{""cells_covered"": 24}"
31.8,target_assignment,2,"{""target_id"": 3, ""distance"": 9.0}"
33.5,target_discovery,3,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
34.0,mission_complete,0,{}
34.8,outer_complete,3,"{""cells_covered"": 21}"
34.8,target_assignment,3,"{""target_id"": 5, ""distance"": 14.0}"
38.9,mission_complete,1,{}
39.9,mission_complete,2,{}
45.6,mission_complete,3,{}
