time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
5.0,target_discovery,6,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
7.0,outer_complete,5,"{""cells_covered"": 5}"
7.0,inner_selection,,"{""selected_uavs"": [5]}"
8.8,target_discovery,9,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
9.0,target_discovery,2,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
9.8,outer_complete,4,"{""cells_covered"": 4}"
9.8,inner_selection,,"{""selected_uavs"": [5, 4]}"
9.9,target_discovery,5,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
9.9,target_discovery,9,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
11.3,outer_complete,2,"{""cells_covered"": 10}"
11.3,inner_selection,,"{""selected_uavs"": [5, 4, 2]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.4,outer_complete,7,"{""cells_covered"": 4}"
12.4,inner_selection,,"{""selected_uavs"": [5, 4, 2, 7]}"
13.6,outer_complete,3,"{""cells_covered"": 4}"
13.6,inner_selection,,"{""selected_uavs"": [5, 4, 2, 7, 3]}"
13.7,outer_complete,11,"{""cells_covered"": 5}"
13.7,inner_selection,,"{""selected_uavs"": [5, 4, 2, 7, 3, 11]}"
13.9,outer_complete,6,"{""cells_covered"": 9}"
13.9,inner_selection,,"{""selected_uavs"": [5, 4, 2, 7, 3, 11, 6]}"
13.9,outer_complete,10,"{""cells_covered"": 6}"
13.9,target_assignment,10,"{""target_id"": 1, ""distance"": 4.0}"
13.9,target_assignment,10,"{""target_id"": 9, ""distance"": 5.0}"
14.1,target_discovery,9,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
14.2,outer_complete,8,"{""cells_covered"": 9}"
14.2,target_assignment,8,"{""target_id"": 4, ""distance"": 2.0}"
14.2,outer_complete,9,"{""cells_covered"": 8}"
14.2,target_assignment,9,"{""target_id"": 10, ""distance"": 5.0}"
15.6,outer_complete,5,"{""cells_covered"": 11}"
15.6,target_assignment,5,"{""target_id"": 3, ""distance"": 6.0}"
16.3,mission_complete,8,{}
18.2,mission_complete,10,{}
18.4,target_discovery,2,"{""target_id"": 8, ""position"": [5.5, 6.5]}"
19.3,mission_complete,9,{}
19.9,target_discovery,11,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
20.1,mission_complete,5,{}
21.9,outer_complete,7,"{""cells_covered"": 9}"
21.9,target_assignment,7,"{""target_id"": 6, ""distance"": 11.0}"
22.2,target_discovery,6,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
22.3,target_discovery,4,"{""target_id"": 11, ""position"": [6.5, 6.5]}"
22.5,outer_complete,4,"{""cells_covered"": 9}"
22.5,target_assignment,4,"{""target_id"": 5, ""distance"": 11.0}"
22.7,outer_complete,1,"{""cells_covered"": 22}"
22.7,mission_complete,1,{}
23.0,outer_complete,2,"{""cells_covered"": 15}"
23.0,mission_complete,2,{}
23.4,outer_complete,11,"{""cells_covered"": 10}"
23.4,mission_complete,11,{}
23.5,outer_complete,6,"{""cells_covered"": 13}"
23.5,mission_complete,6,{}
23.8,outer_complete,0,"{""cells_covered"": 23}"
23.8,mission_complete,0,{}
25.3,outer_complete,3,"{""cells_covered"": 10}"
25.3,mission_complete,3,{}
30.4,mission_complete,4,{}
30.5,mission_complete,7,{}
