time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
5.0,target_discovery,4,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
8.1,target_discovery,7,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
8.4,outer_complete,5,"{""cells_covered"": 4}"
9.2,target_discovery,2,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
10.3,target_discovery,2,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
13.3,outer_complete,7,"{""cells_covered"": 4}"
14.6,outer_complete,9,"{""cells_covered"": 3}"
14.6,target_discovery,10,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
15.0,outer_complete,3,"{""cells_covered"": 5}"
16.4,outer_complete,4,"{""cells_covered"": 11}"
16.5,outer_complete,8,"{""cells_covered"": 3}"
18.3,outer_complete,11,"{""cells_covered"": 4}"
19.0,outer_complete,10,"{""cells_covered"": 5}"
20.8,outer_complete,6,"{""cells_covered"": 11}"
21.2,outer_complete,2,"{""cells_covered"": 16}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
