time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
7.3,target_discovery,5,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
8.4,target_discovery,3,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
8.8,outer_complete,2,"{""cells_covered"": 8}"
8.8,outer_complete,4,"{""cells_covered"": 8}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.8,outer_complete,3,"{""cells_covered"": 8}"
12.8,outer_complete,5,"{""cells_covered"": 8}"
15.4,target_discovery,7,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
26.3,outer_complete,6,"{""cells_covered"": 16}"
26.3,outer_complete,7,"{""cells_covered"": 16}"
