time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
6.3,outer_complete,5,"{""cells_covered"": 3}"
7.5,outer_complete,4,"{""cells_covered"": 5}"
8.1,target_discovery,8,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
8.7,outer_complete,3,"{""cells_covered"": 7}"
10.0,outer_complete,2,"{""cells_covered"": 9}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
13.6,outer_complete,9,"{""cells_covered"": 7}"
16.8,outer_complete,8,"{""cells_covered"": 9}"
17.7,target_discovery,7,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
20.0,outer_complete,7,"{""cells_covered"": 11}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.2,outer_complete,6,"{""cells_covered"": 13}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
